app_name,release_date,genres,id
Darkest Hour: Europe '44-'45,2009-06-09,Simulation,1280
Prototype™,2009-06-10,Action,10150
Prototype™,2009-06-10,Adventure,10150
Port Royale 2,2004-04-30,Strategy,12470
The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007-09-11,RPG,22330
The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,RPG,22320
Ankh 2: Heart of Osiris,2007-05-18,Adventure,12440
Armored Fist 3,1999-09-01,Simulation,32710
MiG-29 Fulcrum,1998-09-07,Simulation,32740
BC Kings,2008-09-15,Strategy,12460
Call of Juarez®: Bound in Blood,2009-06-30,Action,21980
Nancy Drew®: Legend of the Crystal Skull,2007-10-01,Adventure,31860
Nancy Drew®: The Creature of Kapu Cave,2006-10-01,Adventure,31900
Nancy Drew®: The Phantom of Venice,2008-07-01,Adventure,31920
Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,Adventure,31930
BRAINPIPE: A Plunge to Unhumanity,2008-12-24,Casual,35800
BRAINPIPE: A Plunge to Unhumanity,2008-12-24,Indie,35800
Tales of Monkey Island Complete Pack,2009-07-07,Adventure,31170
Street Fighter® IV,2009-07-07,Action,21660
Thrillville®: Off the Rails™,2007-10-09,Action,6080
Thrillville®: Off the Rails™,2007-10-09,Adventure,6080
Thrillville®: Off the Rails™,2007-10-09,Racing,6080
Thrillville®: Off the Rails™,2007-10-09,Simulation,6080
Thrillville®: Off the Rails™,2007-10-09,Strategy,6080
Indiana Jones® and the Fate of Atlantis™,1992-06-01,Adventure,6010
Armed and Dangerous®,2003-12-02,Action,6090
"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,6060
Indiana Jones® and the Last Crusade™,1989-07-01,Adventure,32310
LEGO® Indiana Jones™: The Original Adventures,2008-06-03,Action,32330
LEGO® Indiana Jones™: The Original Adventures,2008-06-03,Adventure,32330
The Secret of Monkey Island: Special Edition,2009-07-15,Adventure,32360
Warfare,2008-11-20,Strategy,35300
Clutch,2009-06-02,Action,35310
Clutch,2009-06-02,Racing,35310
Nancy Drew®: Ransom of the Seven Ships,2009-07-21,Adventure,31980
3D Ultra™ Minigolf Adventures,2006-12-20,Sports,10140
King's Quest™ Collection,2006-09-01,Adventure,10100
TimeShift™,2007-10-30,Action,10130
Space Quest™ Collection,2006-09-01,Adventure,10110
Killing Floor Outbreak Character Pack,2009-07-24,Action,1256
Aces of the Galaxy™,2008-06-04,Action,10120
Aces of the Galaxy™,2008-06-04,Casual,10120
Tropico Reloaded,2009-07-24,Simulation,33520
Tropico Reloaded,2009-07-24,Strategy,33520
Mystery P.I. - Lost in Los Angeles,2009-07-27,Casual,3610
Bionic Commando: Rearmed,2008-08-14,Action,21680
Bionic Commando,2009-07-28,Action,21670
Bionic Commando,2009-07-28,Adventure,21670
Watchmen: The End is Nigh Part 2,2009-07-29,Action,21030
Foreign Legion: Buckets of Blood,2009-08-04,Action,36000
Foreign Legion: Buckets of Blood,2009-08-04,Indie,36000
STAR WARS™ - Knights of the Old Republic™,2003-11-19,Adventure,32370
STAR WARS™ - Knights of the Old Republic™,2003-11-19,RPG,32370
Osmos,2009-08-18,Indie,29180
Osmos,2009-08-18,Casual,29180
Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,RPG,38410
Fallout Tactics: Brotherhood of Steel,2001-03-01,Strategy,38420
Kingpin — Life of Crime,1999-06-01,Action,38430
Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,Adventure,31180
Jewel Quest Pack,2009-08-24,Casual,37960
Mahjong Quest Collection,2009-08-24,Casual,38000
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,Adventure,37400
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,Indie,37400
Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,Action,13570
XIII Century – Gold Edition,2009-08-28,Strategy,34420
World of Zoo,2009-10-30,Simulation,43100
Mini Ninjas,2009-09-08,Action,35000
Mini Ninjas,2009-09-08,Adventure,35000
Windosill,2009-05-26,Adventure,37600
Windosill,2009-05-26,Casual,37600
Windosill,2009-05-26,Indie,37600
Train Simulator: Colton & Northern Route Add-On,2009-09-25,Simulation,24029
Midnight Mysteries,2009-09-28,Adventure,32140
Midnight Mysteries,2009-09-28,Casual,32140
Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,Adventure,31190
Joint Operations: Combined Arms Gold,2009-08-18,Action,32770
Train Simulator: US Loco & Asset Pack,2009-10-01,Simulation,208306
DinerTown Tycoon,2009-09-30,Simulation,37300
Train Simulator: European Loco & Asset Pack,2009-10-01,Simulation,208300
Risen,2009-10-30,RPG,40300
Flora's Fruit Farm,2009-10-01,Casual,35070
Empire: Total War™ - The Warpath Campaign,2009-10-05,Strategy,10606
Machinarium,2009-10-16,Adventure,40700
Machinarium,2009-10-16,Indie,40700
Medal of Honor: Airborne,2007-09-04,Action,24840
Need for Speed: Shift,2009-09-15,Racing,24870
Torchlight,2009-10-27,RPG,41500
Command & Conquer: Red Alert 3 - Uprising,2009-03-12,Strategy,24800
The Stronghold Collection,2009-10-27,Strategy,901735
East India Company: Privateer,2009-10-27,Strategy,42800
Painkiller: Resurrection,2009-10-27,Action,39560
SpellForce 2 - Anniversary Edition,2009-10-29,RPG,39550
SpellForce 2 - Anniversary Edition,2009-10-29,Strategy,39550
Secret Files: Tunguska,2009-10-29,Adventure,40330
Rush for Berlin Gold,2009-10-29,Strategy,40320
Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,Adventure,31200
Men of War: Red Tide,2009-11-01,Strategy,3130
Hammerfight,2009-09-19,Action,41100
Hammerfight,2009-09-19,Indie,41100
SpellForce - Platinum Edition,2009-11-03,Action,39540
SpellForce - Platinum Edition,2009-11-03,RPG,39540
Massive Assault: Phantom Renaissance,2005-03-03,Strategy,34640
Massive Assault,2003-10-28,Strategy,34630
Serious Sam HD: The First Encounter,2009-11-24,Action,41000
Serious Sam HD: The First Encounter,2009-11-24,Indie,41000
Secret Files 2: Puritas Cordis,2009-10-29,Adventure,40340
Dragon Age: Origins,2009-11-06,RPG,17450
Aztaka,2009-05-07,Action,37100
Aztaka,2009-05-07,RPG,37100
Aztaka,2009-05-07,Indie,37100
Magnetis,2009-11-05,Indie,37500
Magnetis,2009-11-05,Casual,37500
For The Glory: A Europa Universalis Game,2009-11-11,Strategy,42810
Call of Duty®: Modern Warfare® 2,2009-11-12,Action,10180
LEGO® Star Wars™ - The Complete Saga,2009-11-12,Adventure,32440
Overlord™,2007-06-26,RPG,11450
Overlord™: Raising Hell,2008-02-15,RPG,12710
Command & Conquer 3: Tiberium Wars,2007-03-28,Strategy,24790
Yumsters 2: Around the World,2008-07-23,Indie,29120
Yumsters 2: Around the World,2008-07-23,Casual,29120
Command & Conquer 3: Kane's Wrath,2009-11-13,Strategy,24810
Gratuitous Space Battles,2009-11-16,Indie,41800
Gratuitous Space Battles,2009-11-16,Simulation,41800
Gratuitous Space Battles,2009-11-16,Strategy,41800
Wings of Prey,2009-12-25,Simulation,45300
The Bard's Tale,2005-06-17,Action,41900
The Bard's Tale,2005-06-17,Adventure,41900
The Bard's Tale,2005-06-17,RPG,41900
Defence Alliance 2,2009-10-22,Action,35420
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,Action,32430
Fallout 3: Game of the Year Edition,2009-10-13,RPG,22370
Gratuitous Space Battles: The Tribe,2009-12-16,Strategy,41802
